1964705707,@Bill_Nye why so quiet lately?,,,,,,,,
1964705712,@RealJessicaAlba Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,,,,,,,,
1964714263,@sarahphymn Or FTRH -- For The Ride Home,,,,,,,,
1964722624,@crusaderz4life not here for long hun, head hurts,,,,,,,
1964722705,nothing much, just chattin, and textn. you noe me; gosh i wanted to go see UP and Drag me to hell, but no one will go with me.,,,,,
1964722784,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself,,,,,,,,
1964722980,@natebunnyfield no! Work came up,,,,,,,,
1964723757,Who builds a hotel without air-con? Bloody boiling in here...,,,,,,,,
1964723783,great. more rain,,,,,,,,
1964723834,@misskristelle Love to but can't swing the 11 am  I would more than likely do an evening tweetup in the future!,,,,,,,,
1964724291,pmg im very upset no just relasie hugh laurie isnt on  xxx ohh,,,,,,,,
1964724478,Somebody get me out of work tomorrow.,,,,,,,,
1964724932,I'm going to be without a computer for a few days,,,,,,,,
1964725194,i just realized today was my last day to see my best friend tanner im goin to miss him so much,,,,,,,,
1964725291,@RedxRojo naw idk what ur talkin about,,,,,,,,
1964725460,Hoping I at least have fun 2nite.  Today was 1 horrible way 2 start off a birthday,,,,,,,,
1964725993,Lunch sucked ran out of time  didn't get anything done,,,,,,,,
1964725999,I'm on relapse  mom and dad i need you. jesus fucking christ you stay away.,,,,,,,,
1964726094,@maureenjohnson i looked for you but couldn't find you amongst the crowd,,,,,,,,
1964726208,I wanna go shopping!! I don't get paid till next week!!,,,,,,,,
1964726236,following @twittbitch 'cause @gerhemi ordered it,,,,,,,,
1964726285,I hate traffic. Dallas is nothing, but traffic!,,,,,,,
1964726410,@natalienanci and i are desperately seeking @anberlin tickets for tonight, &amp; don't understand why cruel people are selling them for $200+,,,,,,,
1964726753,@karamcdowell I'm sorry, that stinks.,,,,,,,
1964726998,Har vondt i ryggen My back hurts,,,,,,,,
1964727031,I'm needing a girls night, wearing sweats, watching movies, eating chocolate and talking about boys,,,,,
1964727406,@NiickJonas you are too, must be very nice city, you should have more girls to their feet!,,,,,,
1964727421,prom's today... i bought a ticket but im not going  cause i dont have a dress, my hairs not done, ect. sucks cause its gonna be awesome..,,,,,,
1964727769,My voice hurts. No We We Rock You the musical singing tonight..,,,,,,,,
1964727982,@Santiaggo that New Yorker cover was done on a iPhone &amp; I'm jealous that I do not have one!  http://myloc.me/21a4,,,,,,,,
1964728314,Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see...,,,,,,
1964728829,@naataalieee yeah, that was my point &gt;.&lt; please dont make me feel worse than i do,,,,,,,
1964728859,awww the wee gril in britains got talent,,,,,,,,
1964728881,Oh what a day it has been! Stress and thinking about the future is making me sad!,,,,,,,,
1964729249,I think I've got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,,,,,,,,
1964729293,@MuchMusic i saw the new cities last tuesday, amazing show! and won tickets for tomorrow's show, but might not be able to make it,,,,,,
1964729485,im so sad that im missing the @chiodos show in ohio. it's the first show ive missed in 3 years that's been close enough to drive to.,,,,,,,,
1964729712,work  @britad Yay!,,,,,,,,
1964729789,I miss the Air Canada Centre and Andy Frost...,,,,,,,,
1964729973,@jayc1980 @bopsicle called the venue and someone else called - said no tailgating  but we're gonna picnic anyway LOL,,,,,,,,
1964730166,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I'm getting old,,,,,,,,
1964730285,@AmyXDD we better be i was jus readin the magazine nd it sounded like London were better than us !!!!!,,,,,,,,
1964730365,@zyber17  does he have a twitter?,,,,,,,,
1964730391,@msapples1985 yummmm make sure u leave some 4 me im home cleaning up working mad hard,,,,,,,,
1964730582,Too warm!!!,,,,,,,,
1964730622,Our Quinn puppy got a sick.,,,,,,,,
1964730831,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today,,,,,,,,
1964730836,I was kinda looking forward to seeing Seann William Scott in the office today,,,,,,,,
1964731203,He still doesn't love me... I won't ask again,,,,,,,,
1964731289,Leaving for work.,,,,,,,,
1964731393,Just saw a land rover pull into the school parking lot and thought it was spencer,,,,,,,,
1964731867,Why aren't we Facebook buds @MISSCOKASPLASH?,,,,,,,,
1964731886,having to use IE =/ firefox is playing up and i don't know why  will try and fix it tomorrow.,,,,,,,,
1964732120,@Allierosen YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!,,,,,,,
1964732164,is so bored,,,,,,,,
1964732426,Gone to the shiggity shwa. back Sunday.,,,,,,,,
1964732560,My Twitteeeerrr babiieshow Ive missed you  I hate this whole not having a phone thng,,,,,,,,
1964732784,i cant find my keys,,,,,,,,
1964732955,You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.,,,,,,,,
1964733169,hugh isn't on it @wossy lied last week,,,,,,,,
1964733171,@DianeNeal Livin' large, huh? I've got the same hammock...no tree to hang it from,,,,,,,
1964733184,i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more,,,,,,
1964733219,It wasn't a good day ..,,,,,,,,
1964733332,I didn't bring my pokemon with me I forgot them at home,,,,,,,,
1964733411,with harry.. baked. love you cassie.. BUT YOU'RE NOT ONLINE!?,,,,,,,,
1964733440,cleaning and packing. Moving house is shit. It's going to be a long weekend....,,,,,,,,
1964733612,So my lucky jade nacklace/matching earrings ain't so lucky. Lost an earring. Now the chain broke on pendant,,,,,,,,
1964733749,Guess not today,,,,,,,,
1964733786,@angelinexo this hiatus of yours is like... really long. Boo,,,,,,,,
1964734052,Okay so I'm trying to be happy and deal with my problems and my friends' also. Its hard,,,,,,,,
1964734229,ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......,,,,,,,
1964737549,I wish my roommates were coming home soon  maybe i should take a nap to waste time,,,,,,,,
1964737681,@SookieBonTemps ooc: thanks! Ugh...what a bad, bad day I've had. Damn @Twitter.,,,,,,,
1964737708,giesal all dayyyyyy. come join meee!,,,,,,,,
1964737764,i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again,,,,,,,,
1964737960,is on crutches!,,,,,,,,
1964738234,@kabobbins nevermind....I kept reading and see ya'll r gonna be in Williamsburg   I'll mind my business now, lol,,,,,,,
1964738305,i have had the worst headache ever in the history of worst headaches today!  man i hate those!,,,,,,,,
1964738672,@kristenmchugh22 Oh, I'm so sorry!...my kitty is there right now being checked...losing lots of weight over last 3 wks. Not good,,,,,,,
1964738680,@camila_bmac I knooow, I want to sail,,,,,,,
1964739132,@PaulaAbdul ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans,,,,,,,,
1964739225,Heading home in the rain  no pool today...guess I will hit the treadmill instead.,,,,,,,,
1964739704,@MC_Craig_G Hope your enjoying the money..it's looking real good to me right now,,,,,,,,
1964739719,@EyeFiCard boo...I thought being on the list meant it would be good to go  looks like i'll have to get a CF adapter for my dslr!,,,,,,,,
1964739732,Dropped my lei off at the cemetary.,,,,,,,,
1964739773,@drsteggy The evidently didn't have any of the smaller ones   I will keep looking.  I got a keen thing though for $7 that should do...,,,,,,,,
1964739830,So bummed that I can't see LTJ in June  hoping for a UK yoke soon,,,,,,,,
1964740416,Just banged my bloody foot! ow,,,,,,,,
1964740557,@purlingsprite that is a bummer,,,,,,,,
1964740870,omg i tink he is not cuming bckkk,,,,,,,,
1964741198,@AnnaInTheHouse I don't know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,,,,,,,,
1964741202,@kdritchie77 I just tried to go back and the police blocked off the whole neighborhood.  they're evacuating the building now,,,,,,,,
1964741460,@lockylisa Wow, your spam really has everything covered! Mine's almost all penis enlargement stuff.,,,,,,,
1964741518,http://twitpic.com/67ljj - As if teenagers need any more encouragement,,,,,,,,
1964741993,@heritagesoftail Hahaha I miss Bradddd and all of the guys and KEITH.,,,,,,,,
1964742318,@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,,,,,,,,
1964742746,@gillismail @d4nz  ya'll are the only ones that cant see it   Maybe its just the twitter link or something??,,,,,,,,
1964742836,@SooSpecial i did that but my INS wouldn't pay for the therapy  so now i dk what to do!!,,,,,,,,
1964742976,@mareyachristina nope  i'm bored and hungry.,,,,,,,,
1964743022,Coco still out,,,,,,,,
1964743182,YAY! My cousin is coming over. I am so stressed my big recital is tomorrow. I tried to practice it and cant remember it.,,,,,,,,
1964743490,fuck my life.,,,,,,,,
1964743937,@Wossy What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show,,,,,,,,
1964744079,@eallen444 oh em i'm sorry  i wuv you to pieces,,,,,,,,
1964744181,google wave next, can't keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?,,,,,,,
1964744194,4 fillings to the good(?); two more appointments to go,,,,,,,,
1964744624,@KlutzyAnisha  How about we play tomorrow?,,,,,,,,
1964745131,@Patrick_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,,,,,,,,
1964745264,OHHH darn, forgot about a phonecall I had to make since Monday.. GREAT!!! now they're closed,,,,,,,
1964745658,@MrPerfect919 i did have 1 n i still do...this job is so dead 2 me right now...,,,,,,,,
1964746051,made it into leadership, buttt i'm still not happy! how can i enjoy it without my best friend?,,,,,,,
1964746152,@ChuckQuartz Oui mademoiselle. You can barely turn around these days without bumping into one.,,,,,,,,
1964746234,CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!,,,,,,,,
1964747072,@smiley_steph boo  I miss you! It's been ages. Once I get Internet back I'll try to fix ALO haha it likes to act up from time to time...,,,,,,,,
1964747460,had a really weird night last night and misses her friends,,,,,,,,
1964747480,@DaSqUeAkYOne those were the good days the jetsons comes on right after finltstones ! i missed it today tho,,,,,,,,
1964747692,Mel? Where Are You You Shud Be Here At My House,,,,,,,,
1964748317,@m_delamerced what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done,,,,,,,,
1964748598,@coffeeplus Last two and know they are going to be weepies,,,,,,,,
1964748624,Has a headache,,,,,,,,
1964748661,is going to sleep. Tomorrow Exam Review,,,,,,,,
1964749667,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh,,,,,,,,
1964749755,About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!,,,,,,,,
1964749961,is hating the weather. UGH.,,,,,,,,
1964750023,OMFG my favourite jerk chicken place closed,,,,,,,,
1964750187,live now! but nobodys there!,,,,,,,,
1964750329,@tidesandclouds   eff you. jk, i'll probably make it to philly.,,,,,,,
1964750400,My radiator boiled out,,,,,,,,
1964750451,Been so busy for the entire week. Be able to take a breath next Tuesday,,,,,,,,
1964750546,wants to scream, because the damn phot won't load...I guess this default will do for now,,,,,,,
1964750640,drinking lemsip cause apaently i need ittt! IM NOT SICK,,,,,,,,
1964750790,gots my beathing suit that i ordered from victoia's secret. but i have to exchange the bottoms, so i have to wait another 2 weeks,,,,,,,
1964750830,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways,,,,,,,,
1964750858,Well that just sucks. Good way to make me feel bad,,,,,,,,
1964751286,@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x,,,,,,,
1964751800,@gettemkbr yo u can't love 1 twin and not the other lol,,,,,,,,
1964752434,I've recently gained this highly sad feeling when I say goodbye to someone who I won't see ever again. Even if I barely know them!,,,,,,,,
1964752646,@Ainz90 anyday! I hate living here!,,,,,,,,
1964752888,I Want To Go See Up. But I Don't Want To Go With My Mom And Brother.,,,,,,,,
1964752948,@SoccerGameBall i use to breathe soccer, live soccer.until i hurt my knee badly  sad day that was.pass my link around?,,,,,,,
1964753095,i'm on relapse  mom and dad i need you. jesus fucking christ you stay away.,,,,,,,,
1964753108,@antennaswrvu i can't figure out how to listen to it from the internet,,,,,,,,
1964753632,Watching GH. I feel so bad for Carly.  OMG, so fucked up.,,,,,,,
1964753662,can't believe I'm leaving this place tomorrow.,,,,,,,,
1964761505,@ShaunCallahan wowzers! thanks! bang bang misses you on the dance floor,,,,,,,,
1964761701,mattress armada needs to play a show soon or i'm going to be seriously sad,,,,,,,,
1964762129,People are just pisssing me offf. Ugh,,,,,,,,
1964762364,@Bill_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad,,,,,,,,
1964762758,Rats the Creative VADO's are out of stock at walmart.com I'm too late.,,,,,,,,
1964763479,@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym,,,,,,,
1964763826,I am so sad...,,,,,,,,
1964763838,@porcelain_baby @Christomopher your not talking about your obsession with me right???,,,,,,,,
1964764733,@lilithsativa POOOOOOOOR SHEEEEP!!!,,,,,,,,
1964765555,@josefamanriquez and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them,,,,,,,
1964765612,@saryros haha.. yes, i'm jealous! i don't have money to do all that!,,,,,,,
1964765654,@lovexoL what happened to your phone,,,,,,,,
1964765802,@shivface oh my god im sooooooooo sick  help me,,,,,,,,
1964765850,Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by,,,,,,,
1964765983,@dressjunkie I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,,,,,,,,
1964766078,@MrBenzedrine you got your lion hoodie!! mines still a week or so away  what number is yours?,,,,,,,,
1964766139,@Petronella I really want a Shish kebab... Going to have to settle for toast,,,,,,,,
1964766140,@albanydia Not that funny! I wont jump,,,,,,,,
1964766277,My uncle isn't coming after all,,,,,,,,
1964766283,Just got done with my first day of work and is exsausted, sweaty, and chalky.,,,,,,
1964766379,@nzbeks word......funeral....just had one 2day,,,,,,,,
1964767048,@_MeesLovesYou_ Grounded from the computer... sucks for you.,,,,,,,,
1964767095,This herniated disc sucks.  I'm stuck mostly on my back when I could be out riding.,,,,,,,,
1964767242,Greg Pritchard was robbed  ii am too gutted for words,,,,,,,,
1964767248,@edie22 What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,,,,,,,,
1964767263,@misspostit Na, ya ando pelon,,,,,,,
1964767357,@ChrisBrownWeb According to Bow Wow (his best-friend) Chris is not on Twitter, and doesn't want to be : / Because of haters probably,,,,,,,
1964767444,Mitchells pants fell down while he was getting gas. I missed it,,,,,,,,
1964767735,@Scaraboo Ouchies. Sorry to hear it  Are you going to get it checked out?,,,,,,,,
1964768010,@konstantinshero now my heart isnt cold  but im still missing you.,,,,,,,,
1964768109,@jennyboomboom83 I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won't see him until Sunday.,,,,,,,,
1964768128,@angeltalks I would watch if I was at home,,,,,,,,
1964768420,@drerae awww. that sux! my mom has a totally numb finger as well ever since she had her surgery for her hip replacement..sucky.,,,,,,,,
1964768439,listening to ryan adams and being sick,,,,,,,,
1964768556,Waiting in line to get gas..94 degrees today,,,,,,,,
1964768777,@racer108 you shouldnt have to reset more than once  if it doesn't work right the first time, something is up,,,,,,,
1964768787,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair,,,,,,,,
1964768818,Sadly I know a lot of women who like this song  ? http://blip.fm/~7a73f,,,,,,,,
1964768918,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone,,,,,,,,
1964769064,@gabbyflyyy im so jealous! I want to go to ny,,,,,,,,
1964769476,@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!,,,,,,
1964769936,I really fancy a frappuccino from Starbucks right now,,,,,,,,
1964770016,SO MUCH WORK !,,,,,,,,
1964770321,feeling lonely,,,,,,,,
1964770673,Exam is commmmmiinnnnnggggggg !,,,,,,,,
1964770679,@Jonasbrothers love much better, i want you call me,,,,,,,
1964771287,Stu is actually SEVERLY sunburnt....it hurts!!!,,,,,,,,
1964771330,@laurenyant which means i spend more time alone than with friends and family. how sad,,,,,,,,
1964771331,@chezery awww!  We can do that and then go to Chick Fila,,,,,,,,
1964771457,The Matrix Online shuts down next month...wow...I feel kinda sad about it,,,,,,,,
1964771640,Already misses the Dunhams.,,,,,,,,
1964771787,@ladyloki idiot family and how I have been feeling just don't mix amongst other stuff,,,,,,,,
1964772094,@bfly13,,,,,,,,
1964772125,@harora wtf wtf wtf dont share such videos at this time man,,,,,,,,
1964772224,@One_Bloody_Poet  Bad friends! Sorry to hear that.,,,,,,,,
1964772406,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,,,,,,,,
1964772498,@RoisinMcK Miss you,,,,,,,,
1964772785,@leprakhauns trying to have a baby, don't want my soda addiction to be a problem, so i quit  still sad and craving it though,,,,,,
1964773014,i wanna leave work already! Not feelin it 2day,,,,,,,,
1964773448,@ashleygaskins  sowwy. Lover you,,,,,,,,
1964773708,its raining in MD,,,,,,,,
1964774396,is missing her best friend  commme back kayla, going out in a little while,,,,,,,
1964774911,ipod died today,,,,,,,,
1964779350,@MissBethAnn   I'm a Metsies fan also! Boo Hoo,,,,,,,,
1964779397,Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream,,,,,,,
1964779519,Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough,,,,,,,
1964779535,On duty in the students union with only 3 punters. There are more of us here than members of the public,,,,,,,,
1964779611,I really really really dont want to go to work! 4th shift of the week just to start over on sunday,,,,,,,,
1964779709,@beautifulpaper Thanks for the warm welcome! We didn't make plans   because our arrival time was so up in the air.,,,,,,,,
1964780222,sorry @RockinChick09 I Havent Ate Breakfast Yet So Ima Go Eat Over There lololol and my pc is dying  bbl love ya,,,,,,,,
1964781441,i feel like watching a disney movie...too bad we dont have a vcr anymore,,,,,,,,
1964781813,@LucasCruikshank that doesn't sound like fun,,,,,,,,
1964782707,Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly,,,,,,
1964783152,A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow,,,,,,,,
1964783252,My back is soooooo hurting.,,,,,,,,
1964783318,football in the sun has owned me,,,,,,,,
1964783538,Recovering from a bad fall at lunch. Great start to the weekend.,,,,,,,,
1964783625,one of my customers just told me his GF ran over her own dog today   how sad?,,,,,,,,
1964784153,@Tivon LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,,,,,,,,
1964784524,:'( big brother in 4 days! This means constant live tripe on e4 and no scrubs to fall asleep to! Not happy,,,,,,,,
1964784881,@llcooljew Poor dear. Your fellow busty mavens have been there.  What gym do you belong to? PEAC?,,,,,,,,
1964786356,@TickingTimeBomb LMOA! i just quit one of mine, too much stress,,,,,,,
1964786472,@Gemmaboyle I hope it'll go by as quickly as possible.,,,,,,,,
1964786512,@BuddyTV I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?,,,,,,,,
1964786597,@LoriBartolozzi Oh  I'm sorry  I can't even imagine...although I know it will be reality for me soon,,,,,,,,
1964786864,@LadyDutchess awww  i mish u too ladie whats been good?,,,,,,,,
1964787174,put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,,,,,,,,
1964787290,all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles.,,,,,,,
1964787441,Still @ hospital, unexpected complications,,,,,,,
1964787713,Btw, I think I may miss my flight.  Sasha's gonna be upset. But traffic was horriffic. Pull for me, guys!!!,,,,,,
1964787811,Maybe i won't go for a run .. i have no running shoes,,,,,,,,
1964787885,Where are my peeps? And my boyfriend? In Miami,,,,,,,,
1964787917,@stephenfry I'm afraid your comments on MP's expenses were hopelessly out of touch with the average person average salary. V.insensitive,,,,,,,,
1964787951,but now my feet really hurt...,,,,,,,,
1964788140,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,,,,,,,,
1964788377,@kyoisorange oh right aww yeh well 5 is loads  love youuu  x,,,,,,,,
1964788389,i cba with it now   ohwell might play another innabit,,,,,,,,
1964788728,@flyzik awe! i miss him so much. they're on &quot;vacation&quot;. which has lasted for like, six months. and i miss you!,,,,,,,
1964788908,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!,,,,,,,,
1964789322,Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract,,,,,,,,
1964789327,@kterwin I keep trying to talk myself out of Australia by thinking of the jet lag  So far it isn't working... I still want to go!,,,,,,,,
1964789672,Just as quickly people arrived people have gone  Still hungry must find food!,,,,,,,,
1964789775,Im stuffed, Ive been eating junk all day!,,,,,,,
1964790388,Poor winston!  Going on a run!,,,,,,,,
1964791909,Car-warmed Sprite tastes like sore throat,,,,,,,,
1964791964,Home Sweet Home by Carrie Underwood makes me sadd,,,,,,,,
1964792600,@jackEO313 at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,,,,,,,,
1964792945,nervous about going out tomorrow, cos its the first time since my daughter was born, she's 2!!! HELP,,,,,,
1964792998,@heroesforsale That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,,,,,,,,
1964793267,@Pworldwide no I didn't,,,,,,,,
1964793311,Why does Urban Outfitters taunt me with amazing clothing that's way too expensive.,,,,,,,,
1964794235,my son got stung by a bug for the first time  his little finger is slightly swollen.,,,,,,,,
1964794489,Mid shifts are so awful. Im just counting down time,,,,,,,,
1964794512,@amillerwvu- you're going to be mad. i got sent to the office by your sub. and our class was really bad after that, i hear. i'm sorry.,,,,,,,
1964794751,Really tired JAKe always gives me more work,,,,,,,,
1964794790,Head hurts bad,,,,,,,,
1964794951,paper work on a friday afternoo,,,,,,,,
1964795406,@djhazzard whoa... if the alcohol won't get you buzzed... the price will,,,,,,,,
1964795595,Headed home ... Charlie's at the vet,,,,,,,,
1964795612,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!,,,,,,,,
1964801117,I wish I had someone to enjoy a drink with outside on this beautiful evening. @lilracedevil we need to live closer to each other!,,,,,,,,
1964801154,@WerewolfSeth did you really just call me Ma'am...wow that was the reality check of the day  lol,,,,,,,,
1964801266,@kristianinicole I left it @ home  http://myloc.me/21cN,,,,,,,,
1964801720,@luckystarlaura was there yet another semi final tonight?,,,,,,,,
1964801732,@marychapman awwww  bew! you wont be here at all this summer?,,,,,,,,
1964801849,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there,,,,,,,,
1964801948,i want my daddy,,,,,,,,
1964801970,Saw the blink show from the tmobile party. I'm speachless,,,,,,,,
1964801999,@helen_bop and that marisa mauro can go use a banana as a dildo. srsly, some people are such arseholes,,,,,,,
1964802131,@miniatus  I wish I could !!!!!,,,,,,,,
1964802153,wished I watched jon &amp; kate plus 8 on monday,,,,,,,,
1964802314,@ellenmoore08 I would if I was home,,,,,,,,
1964802693,I think I may have frozen my butter by accident.,,,,,,,,
1964803292,had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!,,,,,,,
1964803459,@DanielFielding Same! And big moths and wasps and just insects in general HAHA I hate them,,,,,,,,
1964803621,@jennypoynter i want frosties now,,,,,,,,
1964804277,it's friday night. i'm home. no party this weekend,,,,,,,,
1964804322,@MsJuicy313 Lol...  Its NOT the same!!!,,,,,,,,
1964804793,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip.,,,,,,,,
1964804994,Or this, for that matter: http://bit.ly/SS6Yp  So jealous.,,,,,,,
1964805004,I have turned into a fast food whore,,,,,,,,
1964805390,Leaving Wildwood tomorrow  but Luke says we will be back soon!,,,,,,,,
1964805455,Can't stop coughing,,,,,,,,
1964805893,Stupid HomeWork Is A Waste Of My Time !,,,,,,,,
1964806143,@kyoisorange lol were always friends  i havent got hers yet .. and im busy next weekend  dunno when im getting yours and hers,,,,,,,,
1964806483,is sooo tired and too busy to tweet  im glad the weekend is here... yay 4 day-weekend,,,,,,,,
1964806813,Oh joy its gong to be a long weekebd... Yipee :*Ã‚Â¡,,,,,,,,
1964807121,@jpadamson I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account,,,,,,,,
1964807151,@MrsNewlywed what happened? I missed 4 hours of updates,,,,,,,,
1964807325,At Marlees doc appointment poor babygirl has to get shots,,,,,,,,
1964807404,sore head..hope my girls ok,,,,,,,,
1964807425,@James_Waters WAS until I had to go home 'cause the presentation ended  x,,,,,,,,
1964807613,shud realy go 2 bed  proper tired bt cnt b boverd...x,,,,,,,,
