1957035419,@jhicks  youre diabetic?   so is my dad.  &amp; i might be too not sure.  are you still allowed to eat sugar throughout the day?
1957035564,I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.
1957035950,my roommate @tess_tickle loves to ignore me
1957036183,@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.
1957037405,@MyDailyRoutine yeahhh. &amp;dont judge my pillow
1957037860,Scary lightning and thunder  I'm glad it's over now. Going to sleep I hope I'm not late to school tomorow again. Haha
1957038324,my teeth and head hurts
1957038398,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
1957038470,@jcwentz Maths and Science were the strongest for me i think..dunno bout geography only did like 1 day of study for 1/2 a year of work!
1957038475,Waiting in line @ tryst
1957038477,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
1957038763,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
1957038970,I need to be held...  Gnite.
1957039203,Hanging out with sam billy and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents
1957039456,no more arrested development. i am sad.
1957039841,@Giggles_xo  wicked  what time you leaving? how come you cant stay the night
1957039894,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
1957039922,I feel so deflated. No more doggy.
1957039947,@blood_rain i wanna see her hair  hows everyone?
1957040172,I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8000 pictures are GONE.
1957040395,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
1957040988,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
1957041569,Aww...  Pray for the arroyo family everyone!
1957041648,@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product
1957041745,Fuuudge. Movie store is closed
1957041767,ALO is so sad and quiet and empty tonight
1957041812,@meganmansyn Hahahaha! It's not horrible if others were singing with I'm sure it could work. I wish I could afford my own drum set
1957041856,@wuzzyangel You never answered your DM I sent you....   I need your info...
1957042008,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
1957042316,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
1957042474,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
1957042509,@jose3030 I didn't think anyone caught that
1957042579,I need to be sleeping.. But i'm not even tired..
1957042734,0
1957042799,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE
1957042862,lyin in bed up faaaaar too early
1957043226,Sad that Christian Lacroix had to file bankruptcy
1957043241,I dont feel good AT ALL. fuckkk
1957044366,why did i agree to work a double shift
1957044680,looks like i'll never go to the zoo
1957044694,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
1957044783,When will Medhurst play again?
1957044789,@Moss1982 bad times?
1957044935,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
1957045395,Have to go to the dreaded DMV tomorrow
1957045641,@duncm I'm a bit Ben's Thai-ed out
1957045692,english class! working on interactive orals
1957045940,@SharonHayes Thank you for the rec but that doesn't work
1957046053,@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?
1957046090,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie
1957046631,I don't know how ima work out tomorrow wit my body dis sore  ugh
1957046815,in 7-11  w/o you
1957047408,@becjee Yeah plus it's just a little too far to walk to Pinocchio's for sushi
1957047569,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
1957047571,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
1957047787,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
1957047828,Lady across the way had a miscarriage say a prayer
1957048027,God I just want to sleep.
1957048703,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??
1957048870,I feel so deflated. No more doggy.
1957049167,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
1957050633,RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK
1957050684,is feeling bad  just got bad news about my Mum
1957050747,@RealBlackWidow But but I dun wanna
1957050890,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!
1957051517,@JustinOdom dbl booooooo for being sick flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha
1957052167,@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!
1957052211,Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool hot chicks here. But none as cool as ____________. Missing her
1957052409,don't feel like working  I think I tweet this too often!
1957052932,feels sick to my stomach and idkk whyy
1957053170,vineri...nimic special sau probabil un alt weekend pierdut...
1957053247,Counting the hours of lost sunshine until the Weekend
1957053338,@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho
1957053409,is home.  safely... but hungry
1957053566,@hello_jodie Um I was thrown from @JareWolf's van yesterday and had to be taken to the ER
1957055178,got to final table but....went out third.  Don't think I'll be getting my free seat
1957055396,good morning work this morning gutted lol nevermind
1957055530,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
1957055981,FB is boring   and i wanna sing RIGHT NOW..! *-*
1957056027,@judyrey  The link doesn't work
1957056041,@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble
1957056896,The humpalow um ya I think so... Cell is dying
1957057026,Last day at work...Sick to the bone
1957057469,i feel like I'm on house arrest.
1957057586,love is like a wareasy to begin
1957058130,@heavenjones ur supposed to be in BK tho
1957058219,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
1957058436,Oh no!  Nighty night.
1957058504,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!
1957059348,my stupid tooooth hurts
1957059587,@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is
1957059671,Ready To Go @ School
1957059917,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
1957060283,@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today
1957060439,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
1957061418,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
1957061527,my dog ran awayyy
1957061884,@all_is_one84 Those suck so bad.
1957062262,I'm back. top molar extracted  swollen face all numb.  But no more toothache or sinus pain.
1957062621,just finished 8 hours of Texas Life Insurance CE tonight 22 more hours to go
1957062676,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp
1957062698,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!
1957062783,@exortabreedoll what happen to the maids of yours? Quit once again? ...
1957062827,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
1957063783,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
1957063845,@Penguin_J heehee. i love you! i am tired.
1957064177,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
1957064253,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
1957064566,@kimberly625 hmmm I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.
1957064575,Morning everyone sorry for going early last night had bad news felt totally crap   Today is a new day
1957064578,went to the beach and it started raining
1957064908,how I wish my parents put me into a Chinese school when I was younger. Then it'll be so much easier for me to get a job...
1957065570,@AnthonyLucas @iainfunnell Yeah physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...
1957065963,@nayRyelgiuQ airport? and you didnt show up tonight homo!
1957066120,@charloro jealous  it looks like schindler's list in toronto
1957066701,I want another tatt
1957067386,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:
1957067779,So I need to make a lot of money tomorrow
1957067988,@joiskol  being in your room makes me sad.
1957068229,Nearly fell asleep but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.
1957068585,for the gays i only made 200 tonight
1957068880,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
1957069453,if one people did any wrong the world blames all the people over there this is the great world which we are living in!  Shit!
1957070273,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.
1957070484,@dravenreborn I bet its cool down in SR huh? It's not here. I haven't stopped sweating since noon when dad and I were packing
1957070534,@meljachin: eww. dislike
1957070786,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
1957070871,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....
1957071331,@SuzyDunkley sorry bout the cat
1957071583,needs to have an increase on her salary  http://plurk.com/p/wxluu
1957072308,my stomach feels like it's touching the ground..i'm SO full
1957072400,Pug just woke me from an incredible sleep!
1957072637,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!
1957072682,Sooo much work so little time
1957072896,missed iron chef
1957073073,@thevowel the DS version sucks
1957073201,what a bad day
1957073668,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun
1957073753,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
1957073984,Ugh my internet was down!
1957074101,omg i didnt tweet all that much today.... *sadness*
1957074214,is feeling so giddy and wanna go home.
1957074267,the week just wasnt the same without an adam lambert performance!!!
1957074812,@rockingjude The link doesn't work
1957074977,Up and packing. Its the last day of youth camp
1957075035,GOSSIP GIRL WHEN ARE YOU COMING BACK  ! chaceeeeeee..
1957075180,Smh @ hiphop nursery rhymes
1957075229,Somebody please save the polar bears!
1957075268,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol
1957075370,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work
1957075457,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
1957075557,guess im staying home tonight...no movie-ing for me
1957076048,went to the cd store to search for the cd. But
1957076214,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
1957076433,I miss my mom..  &quot;May angels lead you in&quot;
1957076450,there's really no android twitter app of Tweetie's calibre
1957076577,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;
1957077528,@taylor_d No it's not...
1957077552,@chocolovere i feel the same way every day
1957077564,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
1957077934,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it
1957078157,Sleppytime. Really missing my godfather right now. Love you Wayne
1957078740,So have a headache right now and it sucks
1957079130,@JayDz hope ya sleepin well  guys still here
1957079355,i should be finished.... but i'm not.  color drawing here i come.
1957079403,@jwray12 Lakers baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please
1957079496,comfort food of the day: pan mee. though it didnt taste any good..
1957079533,damn being drunk and hot sucks
1957079568,misses my baby.
1957079622,is not sleeping because he has paperwork to do.
1957079972,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
1957080150,midnight cry.. wish the person I wanted wanted me right now
1957080521,@mousebudden I'ma need you to follow me real quick cause I can't DM you
1957080579,I'm poorly and can't sleep
1957080963,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
1957081280,@RoasterBoy And these poor unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz
1957081795,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
1957082086,Looks like another sleepless night dedicated to homework. Sorry in advance Ms. Chapman.
1957082503,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
1957082536,didnt say goodnight to you
1957082538,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]
1957082926,has work tom.
1957082939,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
1957083056,Can't sleep and nothings on tv!!
1957083084,The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty but Batty is in kitten heaven now
1957083230,@KallieT oh ... you've been superseeded?  not good enough
1957083616,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
1957083641,fuckin'm transtelecom
1957083786,is really really bored... I guess I will go to bed
1957083910,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
1957084165,@ModelTheany  tee we beefin....what was u supposed to do before leavin????
1957084166,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
1957084446,@nickkk_ that sucks!
1957084552,@dorkydeanna IIII know!!! and mean
1957084638,Having Fever  dont feel to work
1957084742,Taking Horse Pills hoping I can get some sleep tonight
1957084935,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one
1957084945,missing @MeLDiBiAsE...6 days can't pass quick enough
1957085151,@juliaiiivir Hey! That's my school! I hate that place.
1957085211,Working from home today my back is killing me  Doctor and then physio after later today.
1957085406,back to work.. with no distractions..
1957086137,@ddlovato demi just say hi to me and it`s enough. just replay to me please  love you so much!!!
1957086150,awwww  i never noticed this http://bit.ly/RConp
1957086168,@heavyharts that sucks  well state starts tomorrow so im headin 2 bed nitey nite
1957086444,Looks like it's going to be too nice to work today how annoying as I have no choice
1957086920,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx
1957087043,First impression of Silverlight: sadly based on what I saw today it's quite problematic
1957087059,is desperatly hoping my dad takes me to vanessa's game
1957087780,@pb_and_jay hi!  Fuck your job!
1957087793,Missing you all deeply
1957088016,the time you go to bed  i have to get up to go to work
1957088179,@mrssunshine96 big now!!! Vanessa is going to be 3 in September its going by so fast!  its hard cuz Im workin so much I miss out on alot
1957088224,@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time I'll HELLA miss you.
1957088340,@miss_cheryl Lucky now I want to teleport
1957088574,Somebody please save the polar bears!
1957088900,My nose is runny my head is pounding and teeth hurt like a bitch. MAN. @-) I feel awful.  =((
1957089208,I don't want her to leave..
1957089386,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
1957089465,good lord just seen the agency work for our upcoming Open Day. Money for Jam
1957089708,wut do i do now????
1957089935,Working   But it's Fridaaaayyyyy
1957090025,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
1957090285,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
1957090408,@KaliyahPjones lmao...thats sad kinda discourages me 4rom goin if the shit's wack
1957090493,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
1957090496,@WillyNorthpole I wish I was there
1957090643,I miss my little Batty she was only 3 months old when she got sick she was always so fun and full of life &lt;3 Even at the very end...
1957091075,FC is finally up again. it's about time. i hate that this keeps happening
1957091147,seriously bored without anyone to talk to... but not tired enough for sleep
1957091327,morning again! I hate mornings. So offensive!
1957091357,@keytar still!! give your computer a break omg
1957091372,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
1957091954,where u at?
1957092017,@brianshead waah. We're no longer your peeps.
1957092623,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
1957092921,Extremly deep
1957093069,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
1957093096,one week till exam block
1957093148,@Forever_Yours13 I'm not at home with my cats right now!
1957093185,hoping i didn't fail english. that would just be sad
1957093471,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
1957093807,Leno's last show was tonight.  I like him better than Conan.
1957093920,@MariusLT I'm sorry about your bad driving experiences.
1957093924,@monpio i don't have any of that
1957094323,Already misses @CMontecillo
1957094812,plan may changes  nooooooo
1957094989,my sister is a douchebag
1957095452,@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
1957095604,@eCheers Random has an a
1957096302,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
1957096324,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
1957096447,@ddlovato july... too long
1957097210,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles
1957097329,@astynes Me too.  Wonder if Mnet will show it...
1957097629,Wearing glasses gives me a headache.
1957097730,@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting
1957098732,finished sewing for the night uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!
1957098844,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick
1957098983,First my work computer now my home laptop is fucked.
1957099112,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
1957099375,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
1957099717,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
1957099719,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
1957099757,@shanajaca But @feltbeats is on page 6 at Ms Twitterworld only 26 votes
1957099758,I'm bummed that I can't wear my sweet Nike kicks to work.
1957100044,@Pickleybaby - your twitter is broken
1957100351,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!
1957100428,@joek949 It's depressing I'm stuck inside all day
1957100610,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
1957100791,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
1957101169,@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...)
1957101953,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
1957102054,Woke UpI Wanna Stay In My bed
1957102266,depressed that i wasn't included in the morcom gardens quiz on facebook
1957102331,@dravenreborn yeah its still totally in the high 60s here. soooo notlooking forward to aug and sept up here
1957102464,Upsidedown tomato plants died!
1957102562,So deep its priecing my soul
1957102785,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!
1957103043,friday here at last not much fun when your skint though
1957103680,@vocabularies i know don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online.
1957103831,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
1957103842,Friday yay!! And a bonus don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride
1957103882,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
1957104001,@RDeRozario woops! I only just realized my DMs to you are not going through
1957104581,I don't think I will be able to get out of bed tomorrow morning  we will seeeee!
1957104795,I cant use my blackberry today. This sucks.
1957104830,Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
1957104858,the times they are a changing
1957104948,@prncsztalia why do you hate me!?
1957105472,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
1957105525,@slickiris video is not available to us foreigners
1957105755,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
1957106132,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!
1957106328,#jonaswebcast i just missed it!!!!
1957106609,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
1957106752,waiting to get picked up!
1957106916,So exhausted..can't sleep. I don't like these nights
1957107095,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
1957107599,lol i cant drink!!
1957107658,if bill compton has wii why can't he have twitter?
1957108151,@NothinButSin sorry to hear that.
1957108253,Morning ;Sports day today and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up
1957109281,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
1957109545,Cannot sleep. 2+ hours of tossing and turning.
1957109983,Omg going to die of swine flu when I go to Melbourne
1957110088,Packing  I don't like it..
1957110716,@Giggles_xo   dang it so its not certain ? ? ? are you okay?
1957111029,wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert
1957111072,finished a whole box of ice cream
1957111113,In 1 horse town + 2 blown out car speakers =
1957111130,Someone make me a cofffeeeeeee......
1957111418,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
1957111643,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
1957111702,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh
1957111950,My nose is stuffy
1957112500,last night in newport
1957112696,@charlieboy808 thanks for the rt and sorry about your new place with the domestics
1957112843,Ok other then my shoe the club is cool. Its fun
1957112874,Holy crap! It's raining in LA and I don't have a jacket!  oh no.
1957112925,Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain
1957113207,Baby was not herself after recieving vaccines
1957113231,Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work work work.
1957113346,@o0hemmy lol hi emmy latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it
1957113650,@chrisontv88 btw I am not a wimp
1957113687,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
1957113844,Rejecting all food substances.
1957114162,@bigyahu no I was trying to interview Dr Paul Twomey CEO of ICANN. Phone issues cut the interview from 30 mins to 15.
1957114575,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email
1957114604,back at Vienna (  ) sooo tired luggage lost
1957114904,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
1957114960,I don't wanna go back to work   sleepy time.
1957115194,@jprestonian It feels not good.
1957115198,watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.
1957115476,@zaharh that sucks!  how old are you actually?
1957115546,Thinking about getting up for work
1957115742,Still confuse...
1957115997,I was a very naughty girl tonight. dissappointed with myself
1957116154,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
1957116289,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
1957116742,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
1957116748,Just saw a fox!  as i was getting on the freeway... I hope it goes home
1957116826,scratch that; sleep on a stage bound.
1957117050,recapping on britains got talent. britain seems more talented than america
1957117307,@officialTila I cnt get it!! its goin to ur old messages?!?  &gt;&gt;&gt;&gt; HELP?&lt;&lt;&lt;&lt;
1957117458,good time Rocking out @ open mic thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite
1957117786,@laurelexmachina Swimming is a no go for me
1957117968,@johnpopham Morning John yes I do however I have a diary clash and sadly can't attend!
1957118155,I miss my friend
1957118207,@duciaestherine ohh ic ic haha iyaa my summer is filled with ONE Course that lasts for the whole summer
1957118513,Yea i just saw this really sad commercial
1957118612,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun
1957119110,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..
1957119180,@Joshuah_Pearson
1957119780,@IkramShahnawaz Oh I love 'em but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick
1957119815,@ccburns Unfortunately not
1957120282,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error
1957120549,Hates having to sleep alone
1957120767,@emlevins
1957120794,Needs a new phone
1957120823,back at school again. almost weekend. oh wait i gotta work from eight to four tonight
1957120981,I loved johnny carson now I'm going to hate seeing jay leno go
